sequence,pressure,datetime,latitude,longitude,c_400.9,c_403.2,c_405.3,c_407.1,c_408.9,c_410.9,c_413.5,c_417.6,c_422.2,c_427.4,c_432.0,c_436.4,c_440.2,c_444.2,c_448.5,c_452.5,c_456.7,c_460.6,c_464.8,c_469.2,c_473.8,c_478.7,c_483.2,c_487.6,c_491.8,c_496.0,c_500.5,c_505.0,c_509.5,c_514.4,c_518.7,c_523.4,c_527.7,c_531.6,c_535.8,c_539.7,c_544.2,c_548.3,c_552.8,c_557.0,c_561.5,c_565.6,c_569.8,c_573.6,c_577.3,c_581.4,c_585.3,c_589.6,c_593.5,c_598.1,c_602.3,c_607.0,c_611.5,c_616.0,c_620.4,c_624.7,c_628.9,c_633.0,c_637.3,c_641.3,c_645.8,c_649.8,c_654.4,c_658.6,c_662.9,c_667.0,c_671.3,c_675.4,c_679.3,c_683.2,c_686.9,c_690.3,c_694.1,c_697.6,c_701.0,c_704.4,c_707.9,c_711.2,c_714.4,c_717.9,c_720.9,c_724.4,c_728.3,c_730.5,c_734.0,c_737.2,c_740.0,a_400.7,a_403.0,a_404.8,a_406.8,a_408.7,a_410.5,a_413.4,a_416.9,a_421.5,a_426.7,a_431.5,a_435.5,a_439.3,a_443.2,a_447.4,a_451.5,a_455.5,a_459.6,a_463.4,a_468.0,a_472.4,a_477.1,a_481.7,a_486.2,a_490.4,a_494.6,a_498.9,a_503.1,a_508.0,a_512.5,a_517.0,a_521.6,a_526.1,a_530.1,a_534.2,a_538.4,a_542.5,a_546.8,a_551.0,a_555.3,a_559.6,a_563.9,a_568.1,a_572.7,a_576.6,a_580.5,a_584.4,a_588.6,a_592.9,a_597.1,a_601.4,a_606.0,a_610.5,a_614.7,a_619.4,a_623.5,a_627.9,a_632.0,a_636.0,a_640.2,a_644.5,a_648.8,a_653.2,a_657.3,a_661.6,a_665.9,a_670.1,a_674.0,a_678.0,a_682.0,a_685.6,a_689.4,a_692.9,a_696.5,a_699.9,a_703.3,a_706.7,a_709.9,a_713.2,a_716.9,a_720.1,a_723.7,a_726.4,a_729.2,a_732.6,a_735.9,a_738.3
906,1.26199996,2026-09-02T08:42:20.578000+0000,-15.774870195223482,154.63872506741325,0.0933133587,0.0821455866,0.101250753,0.0932874456,0.0921409577,0.0889099166,0.0873395354,0.0794564933,0.0751580745,0.0729068965,0.0734369606,0.0702692792,0.0698783547,0.0740083307,0.0708131492,0.0719785541,0.0704838187,0.0703617185,0.0686955377,0.0673404634,0.0665589422,0.0654381588,0.064787522,0.0638839751,0.0639253184,0.0618764162,0.0625803694,0.062149521,0.0592724085,0.060816966,0.0582260936,0.0574099272,0.0585966296,0.0568605252,0.0567348972,0.0565064512,0.0559620224,0.055538699,0.0550030582,0.0544195957,0.0534733944,0.0531360097,0.0531052016,0.0519426465,0.050527256,0.0490785912,0.0488724187,0.0491243228,0.048260279,0.047510881,0.0481420346,0.0476359874,0.047394868,0.0462149456,0.0455901287,0.0451819301,0.044685334,0.0451267399,0.0446193703,0.0451718383,0.0449565388,0.0444936752,0.0439438932,0.0435988382,0.0432361551,0.0436446592,0.044402197,0.0446113832,0.0446120314,0.0437133089,0.0436150432,0.0418375321,0.0409483723,0.0394269526,0.0393043794,0.0397212841,0.0414599478,0.0376840644,0.0413419269,0.0379706249,0.035713017,0.0361308865,0.0316349193,0.0347054601,0.0339608416,0.0369207598,0.0340914726,0.0342331305,0.0325332545,0.0303471591,0.0291641597,0.0297689606,0.0302024502,0.0326213129,0.0341725908,0.0354859382,0.0362530127,0.0350686572,0.0334100835,0.0321728289,0.0302969869,0.0281215627,0.0270060096,0.0250269901,0.0237159561,0.0227020532,0.0214292798,0.0204354059,0.0195278749,0.0180304758,0.0172880106,0.0165675785,0.0157625228,0.0143985394,0.0137305856,0.0128130801,0.0111406725,0.0113575049,0.0102442652,0.00983303785,0.00898732431,0.00894825719,0.00828583911,0.00803226978,0.00764974812,0.00663041929,0.00609473838,0.00609306199,0.00578175811,0.00626924029,0.0063959877,0.00598417548,0.00546259386,0.00547387125,0.00488275243,0.00550068496,0.00527646905,0.00459875958,0.00509489188,0.00442583347,0.00468293345,0.00415969314,0.0043411809,0.00406565098,0.00392609229,0.00411566114,0.00387623021,0.00424126862,0.00422873953,0.00504801562,0.00484128343,0.00590673042,0.00575487269,0.00559957558,0.00566675281,0.005526911,0.00508225011,0.00442699669,0.00444666715,0.00317010237,0.00279665878,0.002759255,0.00227561546,0.00163957989,0.00206343411,0.000741756987,0.00164379505,-0.000856355764,-0.00359263318,-0.00246457709,-0.00277577294,-0.0016761329,-0.00217699492,-0.00296038482
907,1.33299994,2026-09-02T08:42:20.826000+0000,-15.774869907130148,154.63872523935993,0.0813833699,0.087075606,0.0975007266,0.0916474536,0.0909709483,0.0879899189,0.0857195407,0.0774765164,0.0759280771,0.0720268935,0.070816949,0.0703692809,0.069988355,0.0724283308,0.0716431588,0.0719885528,0.0708638132,0.0705617219,0.0691655353,0.0678204596,0.0664589405,0.0653481558,0.064087525,0.0641839728,0.0639153197,0.06359642,0.0622803755,0.0614695139,0.0600124076,0.0603769645,0.0587360933,0.0577399284,0.0576466285,0.0567805208,0.0569648966,0.0558964498,0.055662021,0.054848697,0.0539130569,0.0530695952,0.0525133945,0.0521660112,0.0515752025,0.0488726459,0.0480272584,0.0473885909,0.04666242,0.0467143245,0.0467102788,0.0461308807,0.045762036,0.0453159884,0.044694867,0.0442549437,0.0434501283,0.0435219333,0.043495331,0.0435667373,0.0436593704,0.0435818397,0.0427465402,0.0423536748,0.0429638922,0.0417088419,0.0418461524,0.0432446599,0.0429622009,0.0436113849,0.0440820269,0.0422333106,0.0421350449,0.0393675342,0.040048372,0.039536953,0.0367943719,0.038291283,0.0390599482,0.0376840644,0.0393219255,0.0361506268,0.0350630134,0.033870887,0.027034916,0.0332854688,0.036160849,0.0328707583,0.037841469,0.0325491354,0.031449236,0.0312231798,0.0287701543,0.028804956,0.0307684373,0.031817317,0.0329586044,0.0352519155,0.0349289998,0.0346846357,0.0331760868,0.0311288219,0.0305429865,0.0274475645,0.0270920005,0.0257929955,0.0235419516,0.0225280616,0.0220352765,0.0208014045,0.0193838663,0.0186264887,0.0174040124,0.0170135815,0.0155885331,0.0142445471,0.0127165876,0.0123590827,0.0119066779,0.0110235065,0.0096902661,0.00987903401,0.00961333327,0.00882426091,0.00828184187,0.00744827464,0.00717573799,0.00721641816,0.00615073368,0.00555906072,0.00596776605,0.00572524033,0.00558199361,0.00498017669,0.0045385994,0.00431987736,0.00479876623,0.00463668257,0.00429246761,0.00413476396,0.00432089251,0.00430183765,0.00365893729,0.00359569583,0.00346717983,0.00267165154,0.00289209746,0.00325165875,0.00309223216,0.00407727063,0.00390474033,0.00409401767,0.00449728686,0.00438273326,0.00514087453,0.00505557563,0.00582274981,0.00455290824,0.00429825205,0.00384300202,0.00397267286,0.00291610137,0.00314266048,0.00170525536,0.00156162307,0.00144557841,0.00114943832,0.000847745687,0.000249803066,-0.000830356497,-0.00141663477,-0.00270858686,-0.00161975902,-0.000110128894,-0.00323100202,-0.00183438184
908,1.40600002,2026-09-02T08:42:21.079000+0000,-15.774869613228258,154.63872541477338,0.0929733142,0.087255612,0.0977007598,0.0946174636,0.092190966,0.0894898996,0.0859195441,0.0780465156,0.0753580779,0.071706906,0.0708069354,0.0733792856,0.0689183623,0.0734083205,0.0723031461,0.0714285523,0.0713938177,0.0711017251,0.06935554,0.0670604557,0.0663589388,0.0659381524,0.0645975247,0.0641939715,0.0635153204,0.0629964173,0.0615903698,0.0617595203,0.059832409,0.0594869629,0.059246093,0.0569199324,0.0567766316,0.0562405251,0.0558948964,0.0549864508,0.0549720228,0.0534486994,0.0528230593,0.0514195971,0.0505933948,0.050806012,0.0502952002,0.0524326488,0.0512472577,0.0499485917,0.0487124175,0.0485043228,0.0486302786,0.0479508825,0.0477120355,0.0475459881,0.0463448688,0.0457349457,0.0454301313,0.0446219333,0.0449153334,0.0442967378,0.0438093729,0.0442218408,0.0441265404,0.0425036736,0.0420638919,0.04304884,0.0422561541,0.04307466,0.0423721969,0.0426713824,0.0440420285,0.0417133085,0.042785041,0.0426575318,0.0405083708,0.0413169526,0.0417143777,0.0397112854,0.0418199487,0.0396640636,0.038281925,0.0415506214,0.0351030156,0.0342908837,0.0336449221,0.0294954628,0.0359408483,0.0340407528,0.0329514667,0.0334491506,0.0317092538,0.0296731498,0.0294601563,0.0295649637,0.0292184372,0.0316873118,0.0339486003,0.0341619104,0.0366489962,0.0348646641,0.0335560888,0.0318588316,0.0301229861,0.0272875596,0.026702011,0.0244729947,0.0236519556,0.0223980546,0.0206352714,0.020141406,0.0186938718,0.018216487,0.017714005,0.0162635799,0.0153885335,0.0140145365,0.01351659,0.0134390779,0.0117766839,0.011183504,0.010050267,0.00928904116,0.00896333344,0.00855425559,0.00788183883,0.00757827703,0.00736574735,0.00634641852,0.00621074438,0.00573905557,0.00626775995,0.00656523742,0.00556199998,0.00522016361,0.00477858633,0.00495987106,0.0047287643,0.0051166825,0.00422246568,0.00447476748,0.00445089396,0.00409183931,0.00416893326,0.00393568445,0.00372717902,0.00333165005,0.00303209014,0.00327165984,0.00297222938,0.0036672689,0.00364474114,0.00419401564,0.00384728704,0.00478272885,0.00530087948,0.00529557746,0.00495274924,0.0045129098,0.00432825182,0.00398299471,0.00403266866,0.00313609838,0.00244265981,0.00271525234,0.00271161646,0.00154558383,0.00157944486,0.00197774917,-0.000200208277,-0.000160351396,-0.00319663435,-0.00216857996,-0.00169975962,-0.00268014288,-0.00247099437,-0.00213438319
909,1.47800004,2026-09-02T08:42:21.327000+0000,-15.774869325134926,154.63872558672006,0.0972733125,0.0855056196,0.104260728,0.0940774456,0.092680946,0.0880699083,0.0860095471,0.0781765133,0.0742680877,0.0725068897,0.0727869421,0.0713692829,0.070748359,0.0746283233,0.072033152,0.0719785541,0.0714838207,0.0711917281,0.0686855391,0.0678104609,0.0668389499,0.0662281513,0.065497525,0.0644839704,0.0643253252,0.0637964159,0.0634703711,0.0629195124,0.0605724081,0.0614369661,0.0604360923,0.0583099276,0.0585966296,0.0576305203,0.057574898,0.0561964475,0.0558020212,0.0550686978,0.0547630601,0.0542595983,0.0532233939,0.0530460104,0.0522952005,0.0505726486,0.0497172587,0.0479485914,0.04776242,0.0476343222,0.0466402806,0.0463608801,0.047082033,0.046615988,0.0459648669,0.0449949466,0.0444001295,0.0440719314,0.0434553325,0.0434467383,0.0435393713,0.0438618399,0.0434265397,0.0427236743,0.0429038927,0.0420388393,0.042026151,0.042354662,0.0422322005,0.0427113846,0.0427620299,0.0423233099,0.0426050425,0.0405775309,0.0401383713,0.0391769521,0.0381843783,0.0393212847,0.0388799459,0.0374240652,0.0395619236,0.0360906273,0.0334330127,0.0338108875,0.0310549214,0.0324554592,0.0321908519,0.0343707539,0.0348214656,0.0282711443,0.0318812355,0.0296751726,0.0277821627,0.0276069473,0.0291804355,0.0310493279,0.0325606093,0.0340939313,0.0339509919,0.033606641,0.0321980789,0.0298908334,0.0304349978,0.0271895658,0.0259140041,0.0248949919,0.0226339493,0.021600049,0.0203572717,0.0187933985,0.0186358728,0.017918475,0.0160560086,0.0162055809,0.0146105252,0.0130565371,0.0129185878,0.0116510838,0.0107486788,0.0101855099,0.00924226269,0.00937103853,0.00845533423,0.00814625807,0.00770384073,0.00704028271,0.00705773663,0.00632841419,0.00543273613,0.00496106222,0.00560976565,0.00536723994,0.00629400089,0.00528216362,0.00495058671,0.00513187144,0.00488076732,0.00487867743,0.00434447266,0.00435676146,0.00454289,0.00393383857,0.00418093987,0.00396768842,0.00308918208,0.00324364752,0.00299409591,0.00349366106,0.00332423579,0.00343926996,0.0035867421,0.00434601121,0.00427929033,0.00526473299,0.00522287562,0.00580757763,0.00552474894,0.00519490987,0.00475024898,0.00322499871,0.00304467324,0.00262809917,0.00300466083,0.00271725282,0.00192361698,0.00148758478,0.00161143392,0.00148974732,0.000381797552,-0.000518355984,-0.002964627,-0.00172658544,-0.00176777225,-0.00273814192,-0.000829009339,-0.00331238331
910,1.59099996,2026-09-02T08:42:21.577000+0000,-15.774869034718407,154.6387257600533,0.101003222,0.0926154852,0.103710644,0.0984473825,0.0956609324,0.0915498734,0.0866294876,0.0823864862,0.0774380937,0.0730369166,0.0732769892,0.0743193552,0.071068421,0.0749683604,0.0749732107,0.0729586333,0.0719038695,0.0726417527,0.0703755766,0.0690704808,0.0683089793,0.0670281947,0.0662075356,0.0651939809,0.0648253262,0.0647964105,0.0643603504,0.0643594861,0.0616823584,0.0614368953,0.0609360188,0.0587898567,0.0594565868,0.0581704974,0.05765488,0.0564364381,0.0556620136,0.055458691,0.0545330606,0.0533096008,0.0529134199,0.0524060354,0.0518151969,0.0515425764,0.0513270795,0.0497882329,0.0496618561,0.0495135039,0.0491691567,0.0486194454,0.0481604189,0.0476444103,0.0471234508,0.0466337986,0.046199251,0.0462613106,0.0458949506,0.0454865359,0.0453193337,0.0449318849,0.0450566038,0.0439436585,0.0437337719,0.0444286242,0.0432959236,0.0441344827,0.0437821634,0.0441414677,0.045252189,0.0426034778,0.0423651636,0.0420875549,0.0388481207,0.0399463139,0.0389231741,0.0372892469,0.0377667174,0.0380394831,0.0366557613,0.0366022699,0.0335123911,0.0319773555,0.030958239,0.0324271508,0.0328203589,0.0316790715,0.0334395878,0.0312570073,0.029837124,0.0287210494,0.0281281061,0.0270229317,0.0281964317,0.0295552835,0.0318965763,0.0333799645,0.0331870392,0.033692684,0.0314641744,0.029716894,0.0280910507,0.0260456204,0.0259900987,0.0233010612,0.0220000185,0.0212361086,0.0199633371,0.018949436,0.0175119322,0.0165445246,0.0160420407,0.0151116233,0.0132465586,0.0124925375,0.0115745869,0.0111270472,0.00944462605,0.0095514562,0.00850822031,0.00792700052,0.00748132542,0.00690224208,0.00722984597,0.00738628209,0.00664376281,0.00610443018,0.00550877582,0.00491710473,0.00484581571,0.00491328165,0.00523996819,0.00500805117,0.0043263007,0.00450741127,0.00391603727,0.00397363305,0.00412913691,0.00282120332,0.00373729784,0.00368841179,0.00333573669,0.00272277836,0.00246452726,0.00263924804,0.00233989023,0.00198961794,0.00231028814,0.00284536276,0.00299279019,0.00283195358,0.0035851188,0.00435052998,0.00468870718,0.00504352339,0.00453081354,0.00427107699,0.00350646488,0.00331117585,0.00295074657,0.00151397008,0.00209019147,0.00178228784,0.00118793175,0.000910839997,0.000543450937,0.00167024508,-0.000179851428,0.000197688118,-0.00223153271,-0.00205573626,-0.00128909573,-0.000471769832,-0.00180427358,-0.00117824739
911,1.82700002,2026-09-02T08:42:21.826000+0000,-15.77486874546348,154.63872593269323,0.109243035,0.0726053417,0.109470464,0.0975672901,0.0927008539,0.0902498588,0.0901393965,0.0820864588,0.0732780993,0.0736569166,0.0733669922,0.0743393898,0.0683284476,0.0766383708,0.0733232349,0.0717786551,0.0703838915,0.0710017607,0.0689055771,0.0665704682,0.0675589591,0.0647682026,0.0637774989,0.0635839552,0.0632053018,0.0615763701,0.0613902882,0.0625294,0.0589922629,0.0599267855,0.0591559075,0.0561097451,0.0571665168,0.0564704388,0.0555148199,0.0546063967,0.05520197,0.0539186448,0.0521930344,0.0530695729,0.0523534045,0.0528060272,0.0518951491,0.0493524633,0.0489868559,0.0483478345,0.0472112522,0.0472626425,0.0470279902,0.0462879799,0.047158774,0.0452528186,0.0450620465,0.0452526696,0.0438683927,0.0442107096,0.0434345864,0.0429763459,0.0431293063,0.0436619334,0.0435666703,0.0425836444,0.0433536395,0.0425883941,0.0425356738,0.0436742827,0.0414821096,0.0424915217,0.0434823036,0.0417235903,0.0431951992,0.0398974717,0.040357735,0.040565528,0.0364118069,0.0391370282,0.0385432951,0.0364946909,0.039959386,0.0341836996,0.0334515497,0.0349536203,0.0302213784,0.0307486951,0.0348998345,0.0270874631,0.033117909,0.0310751013,0.0329652131,0.0290991925,0.0292562544,0.0279111303,0.029844664,0.0320434645,0.0331947654,0.0340082161,0.0344153121,0.0336009525,0.0321324654,0.0302751698,0.0291093066,0.0275739022,0.0262683816,0.025709331,0.0234482773,0.0219443776,0.0219015889,0.0183476806,0.019720193,0.0197627693,0.0180202536,0.0160198584,0.0138647864,0.0140907383,0.0144327702,0.013615218,0.0107327746,0.0102195973,0.00976635981,0.00923516508,0.00881951768,0.00787043665,0.00833805371,0.00815450493,0.00810196903,0.00755263772,0.00689699128,0.00576534774,0.00671405625,0.00617152732,0.00547811948,0.00529611483,0.00539418869,0.00470511802,0.00487349182,0.00471076742,0.00470597576,0.00443781912,0.00439394172,0.00415520091,0.00403276831,0.00438010693,0.00375210866,0.00378708821,0.00373791903,0.00301780831,0.00345857255,0.0034036804,0.00345105585,0.00417010766,0.00437315181,0.00481853448,0.00502674654,0.00484167039,0.00536907371,0.00478942692,0.00481484085,0.00374950003,0.00417895149,0.00254194066,0.00338780414,0.00282937754,0.00241427775,0.00181613676,0.00136746,0.00140274316,0.000190489925,0.000165731646,-0.00312642194,-0.00368288578,-0.00214837445,-0.00166326202,-0.00313730817,-0.00303176884
912,2.06900001,2026-09-02T08:42:22.080000+0000,-15.7748684504,154.6387261088,0.0951933041,0.088205561,0.100820683,0.0950074419,0.0952809602,0.0936599001,0.0894695297,0.0826965123,0.0790781155,0.0749169365,0.0740369633,0.0742893293,0.0711384118,0.0759483576,0.0743931904,0.0735785961,0.0734438524,0.0726317391,0.0718655661,0.0698404908,0.0690889806,0.0671181828,0.0666075572,0.065704003,0.0650253519,0.0647964403,0.0634603873,0.0658995286,0.0642824173,0.0655969679,0.0639860928,0.061549928,0.0616566353,0.0609405339,0.0599249154,0.0596964657,0.0591020398,0.0585487187,0.0561030805,0.0534696132,0.0523534231,0.0513660423,0.0506952219,0.0522726476,0.0516572259,0.0506685004,0.0503622703,0.0495140925,0.0484999567,0.0484104529,0.0487515368,0.0484454967,0.0477644205,0.0472645722,0.0462198406,0.0457317233,0.0452852026,0.0446166657,0.0443793535,0.0448918492,0.0442965627,0.0442636758,0.0435638651,0.0436887853,0.0431460887,0.0436046124,0.0433322042,0.0441414267,0.0445021056,0.043433398,0.0430351272,0.0424575992,0.0410383642,0.0402968377,0.0400440954,0.0387807526,0.0395390466,0.0396627448,0.0401301086,0.0389481224,0.0361298062,0.0356167667,0.0316497907,0.033679802,0.0344944559,0.0358939208,0.0361745022,0.0330295041,0.0310896058,0.0287835281,0.028030524,0.0286353435,0.0297888312,0.0313976854,0.0335989892,0.0329523161,0.0344994143,0.0349650681,0.0323264822,0.0302392486,0.0296433959,0.0278679822,0.026742423,0.0251933988,0.0234223697,0.0221884772,0.0206756908,0.0196918119,0.0190342832,0.0177668966,0.0170144141,0.0158039927,0.0146789458,0.0138149448,0.0127169881,0.0119694807,0.0113770589,0.00999389403,0.00972064584,0.00928942673,0.00829372741,0.00837466121,0.00829224661,0.00716868974,0.00758615136,0.00680682063,0.00610115379,0.00550948735,0.00567819644,0.0059756618,0.00534239691,0.00505053811,0.00460890867,0.00478013977,0.00445895083,0.00444676075,0.0040024668,0.00385468081,0.00382077973,0.00364177022,0.00335893407,0.00332577527,0.00302736182,0.00276190601,0.00279241055,0.00238202885,0.00274263602,0.003117688,0.00304514822,0.00351438764,0.00390763301,0.0045530675,0.00454122387,0.00486596115,0.0049031768,0.0041033728,0.00402873941,0.00275349338,0.00317314453,0.00196651556,0.00207298435,0.00161543209,0.00135158561,0.00120522454,0.00092869252,0.000666536391,0.000677904114,-3.29650939e-05,-0.00224016234,-0.0042828247,-0.00061470829,-0.0013658423,-0.00261728838,-0.00242091529
913,2.30800009,2026-09-02T08:42:22.328000+0000,-15.774868162306666,154.63872628074668,0.0893632174,0.0823453963,0.102650456,0.0920771137,0.0944506228,0.0904195532,0.0899591893,0.0788160264,0.0781075284,0.0735763535,0.0738263056,0.0718086064,0.0715876892,0.0752076581,0.0731224492,0.0733178034,0.073363103,0.0721910074,0.070944801,0.0685697272,0.0687982067,0.0665173978,0.0662967563,0.0655032247,0.0652345568,0.0640856549,0.0637596026,0.0631087571,0.060661681,0.0617062673,0.06017543,0.0585493147,0.0589059815,0.0573198684,0.056354221,0.0557357445,0.0555013195,0.0546079762,0.0536023192,0.0533088781,0.0518726334,0.052085232,0.0514144041,0.0515418313,0.0508464761,0.0492278598,0.0493418239,0.049343884,0.0490100719,0.0478110462,0.0482225865,0.0478469022,0.0469659902,0.0462160446,0.0455911122,0.0449727401,0.0447259173,0.0445771366,0.0441495962,0.043401923,0.0439264588,0.0431635119,0.04355371,0.0435386822,0.0428560041,0.0441644639,0.0435718037,0.0441806726,0.0450209826,0.0424019098,0.0425232761,0.040855404,0.0398659408,0.0398443416,0.0387417227,0.0403188244,0.0404379778,0.0383127928,0.0394915678,0.0368715599,0.0359953195,0.03613507,0.0329916589,0.0318740383,0.0356225818,0.0352257788,0.0366190672,0.0355245695,0.0320447311,0.0290386193,0.0291156471,0.028310433,0.0297139101,0.0310628302,0.0331140906,0.0344473012,0.0351443179,0.0340898819,0.0328112505,0.0310539901,0.0305781327,0.0278126635,0.0264570862,0.0247180499,0.0236469954,0.0226430893,0.0208902806,0.0198663697,0.018958807,0.0179914013,0.0172789097,0.0162484609,0.0151934186,0.0140894307,0.0131814601,0.012023977,0.0108015789,0.0108584547,0.00923522469,0.00910400134,0.00880826358,0.00806916784,0.0079366928,0.00758311804,0.00741056446,0.00710124616,0.00615553185,0.0058038095,0.00603244919,0.00578985363,0.00520663243,0.00456484687,0.0047633471,0.00495468825,0.00451372098,0.00512185786,0.0043479288,0.0040305974,0.00379709434,0.00333825499,0.00343539659,0.00356207695,0.00307339896,0.00283764862,0.00302789733,0.00256728753,0.00325770862,0.00312259514,0.00339996442,0.00362917688,0.00362246204,0.00467789266,0.00473599881,0.00522055477,0.0052674897,0.00480733253,0.00451227557,0.00364664756,0.00380596425,0.00190910418,0.00240538269,0.00148786698,0.000954323448,0.00112864003,0.000293080695,0.00137223676,0.00087552797,-0.00101324404,-0.00152760418,-0.0011178311,-0.00241691759,-0.00111428509,-0.00243185693,-0.00394284818
914,2.49699998,2026-09-02T08:42:22.577000+0000,-15.77486787305174,154.63872645338662,0.097982116,0.079384014,0.103718862,0.0949156061,0.0913891122,0.0894280598,0.0870675296,0.0818940029,0.0755553246,0.0741141438,0.0740738064,0.0718260631,0.0697551444,0.0750851035,0.0729397461,0.0729549676,0.0719104037,0.071728304,0.0703819469,0.0686668605,0.0680052638,0.0664244741,0.0655836612,0.064280197,0.0640114546,0.0632825494,0.0629664063,0.0636855513,0.0611285381,0.0613431819,0.059922494,0.0577266067,0.0588232204,0.0575471148,0.0562713966,0.0564228557,0.0558084324,0.0547650158,0.0535893701,0.053146001,0.0524296202,0.0519221425,0.0518911481,0.0515383109,0.0509227328,0.0509037748,0.0504475906,0.0512094796,0.0507656001,0.0498571023,0.0513296276,0.0511955209,0.0509059727,0.0502968095,0.0490222834,0.0484240092,0.0484270565,0.0482281037,0.0477303825,0.048572395,0.0483963601,0.0463328436,0.0466925949,0.0449973531,0.0448146649,0.0466730855,0.0450500809,0.045768071,0.0461972468,0.0436367802,0.0449264832,0.0428968444,0.0405652672,0.0415717103,0.0381670706,0.0373322666,0.0411695652,0.03766286,0.0410002507,0.0384684429,0.035080418,0.0367284715,0.0256452542,0.0326898322,0.0354942121,0.0283068512,0.0358899832,0.0329915732,0.0316618793,0.0293058865,0.0294330604,0.0288779624,0.0289315395,0.0322204195,0.0323917009,0.0350146443,0.0357313752,0.0343466476,0.0334179886,0.0316605419,0.0296945274,0.0276289955,0.0262633562,0.0254442506,0.0241430365,0.0219391249,0.021166157,0.0204220973,0.0189944841,0.0185269117,0.0172343366,0.0160538144,0.0150987646,0.0136646954,0.0134466337,0.0124191409,0.0114767263,0.0106737437,0.00973060261,0.00905945804,0.00852365699,0.00807449315,0.007761891,0.008278233,0.00683560874,0.00681628194,0.00574052334,0.00502865296,0.00507699233,0.00531418715,0.00629075244,0.00562882982,0.00503706187,0.00456814747,0.00459692813,0.0045249192,0.00445115659,0.0044546295,0.00455259718,0.00418511964,0.00405314751,0.00411047507,0.00399189722,0.00398610067,0.0035061948,0.00350539945,0.00381551683,0.00377991423,0.00388673507,0.00446535368,0.0043383427,0.00501360279,0.00549166091,0.00533600245,0.0058123488,0.00526122563,0.00477472227,0.00436744373,0.00373499375,0.00309629366,0.00230033696,0.00315078441,0.00268526096,0.00158768706,0.00147044379,0.00130811334,0.00138956029,-0.000811005943,-0.00335711334,-0.0014376184,-0.00267527578,-0.0028077797,-0.00422721123,-0.00205050269
915,2.5250001,2026-09-02T08:42:22.825000+0000,-15.774867584958407,154.6387266253333,0.107172139,0.106014058,0.118848905,0.111455597,0.11001911,0.104758076,0.0995675176,0.0894340202,0.0868253112,0.0831441581,0.081973806,0.0798760578,0.0799651518,0.0817951113,0.0788097456,0.0789749622,0.0761104152,0.0751683116,0.0728719458,0.0720968693,0.0705352575,0.0686944723,0.0680936575,0.0679201931,0.0672514588,0.0666025504,0.0669164136,0.0661755577,0.0656685382,0.0663931817,0.0641524941,0.0637466088,0.0636332184,0.0624871179,0.0619813986,0.0606028587,0.0607784316,0.0596250147,0.0575693697,0.0568560027,0.0569696203,0.057382144,0.0576711483,0.0641083121,0.0630427301,0.061803773,0.0620675907,0.0618194789,0.0612456016,0.0609271005,0.06154963,0.0598955192,0.0589959733,0.0561968088,0.053502284,0.0529240109,0.0519070588,0.0514981076,0.0518903807,0.0517923944,0.0521663576,0.050742846,0.0507825986,0.0498573519,0.0500546657,0.0497330837,0.0498000793,0.0501580723,0.0509372465,0.0494267792,0.0478164852,0.0476068445,0.0457352698,0.0445017107,0.0454470702,0.0451522656,0.0435495675,0.0450028591,0.0435802527,0.0419284403,0.0402204171,0.0366584659,0.0377052538,0.0400898382,0.0392542072,0.0424768478,0.0438099876,0.0341115706,0.0315218642,0.0297958925,0.0274030715,0.0280979723,0.0298115388,0.0305604264,0.03267169,0.0338246636,0.0344013833,0.0348866619,0.0325579792,0.0310905538,0.0293545239,0.027529005,0.0260133557,0.0242342427,0.0226930305,0.021669127,0.0201461706,0.0183821097,0.0187344849,0.0165069085,0.0162443463,0.0155438203,0.0143887661,0.0136446953,0.0117766429,0.0112291314,0.0105267297,0.0100337509,0.00904060155,0.00836945698,0.00781365857,0.00826449506,0.00737189502,0.0067382399,0.00691561028,0.00584628899,0.00542051811,0.00470866263,0.00487700105,0.00493418984,0.00485076103,0.00436884444,0.00398706365,0.00400815904,0.003846935,0.00341492891,0.0031511616,0.00290463772,0.00326260086,0.00305511709,0.0027131578,0.0027004797,0.00297189504,0.00237610191,0.00240619574,0.00218539964,0.00237551797,0.00248991791,0.00224673282,0.00330535509,0.00348834787,0.00377360731,0.00424165931,0.0046360027,0.00401235279,0.00389122497,0.00328473002,0.00305745006,0.00215499103,0.00109629426,0.00150034297,0.00145078264,0.00072526373,0.00131767523,0.000880444422,0.00128811318,-0.000330438837,0.000148983672,-0.00198710337,-0.00223763473,-0.00292526046,-0.00306777796,-0.00165721076,-0.00197050115
