sequence,pressure,datetime,latitude,longitude,c_400.9,c_403.2,c_405.3,c_407.1,c_408.9,c_410.9,c_413.5,c_417.6,c_422.2,c_427.4,c_432.0,c_436.4,c_440.2,c_444.2,c_448.5,c_452.5,c_456.7,c_460.6,c_464.8,c_469.2,c_473.8,c_478.7,c_483.2,c_487.6,c_491.8,c_496.0,c_500.5,c_505.0,c_509.5,c_514.4,c_518.7,c_523.4,c_527.7,c_531.6,c_535.8,c_539.7,c_544.2,c_548.3,c_552.8,c_557.0,c_561.5,c_565.6,c_569.8,c_573.6,c_577.3,c_581.4,c_585.3,c_589.6,c_593.5,c_598.1,c_602.3,c_607.0,c_611.5,c_616.0,c_620.4,c_624.7,c_628.9,c_633.0,c_637.3,c_641.3,c_645.8,c_649.8,c_654.4,c_658.6,c_662.9,c_667.0,c_671.3,c_675.4,c_679.3,c_683.2,c_686.9,c_690.3,c_694.1,c_697.6,c_701.0,c_704.4,c_707.9,c_711.2,c_714.4,c_717.9,c_720.9,c_724.4,c_728.3,c_730.5,c_734.0,c_737.2,c_740.0,a_400.7,a_403.0,a_404.8,a_406.8,a_408.7,a_410.5,a_413.4,a_416.9,a_421.5,a_426.7,a_431.5,a_435.5,a_439.3,a_443.2,a_447.4,a_451.5,a_455.5,a_459.6,a_463.4,a_468.0,a_472.4,a_477.1,a_481.7,a_486.2,a_490.4,a_494.6,a_498.9,a_503.1,a_508.0,a_512.5,a_517.0,a_521.6,a_526.1,a_530.1,a_534.2,a_538.4,a_542.5,a_546.8,a_551.0,a_555.3,a_559.6,a_563.9,a_568.1,a_572.7,a_576.6,a_580.5,a_584.4,a_588.6,a_592.9,a_597.1,a_601.4,a_606.0,a_610.5,a_614.7,a_619.4,a_623.5,a_627.9,a_632.0,a_636.0,a_640.2,a_644.5,a_648.8,a_653.2,a_657.3,a_661.6,a_665.9,a_670.1,a_674.0,a_678.0,a_682.0,a_685.6,a_689.4,a_692.9,a_696.5,a_699.9,a_703.3,a_706.7,a_709.9,a_713.2,a_716.9,a_720.1,a_723.7,a_726.4,a_729.2,a_732.6,a_735.9,a_738.3
848,1.70000005,2026-08-30T05:57:17.138000+0000,-20.91030007047331,154.34306162941334,0.0865461975,0.0626755357,0.091177389,0.0781536624,0.0740025267,0.0743063018,0.0769835189,0.0726087764,0.0677990019,0.0700291991,0.0701912642,0.069772996,0.0633102208,0.0697301924,0.0664320365,0.0657010451,0.0651453659,0.0651342869,0.0640999228,0.0622889139,0.0624433123,0.0606828034,0.0607772283,0.0610415488,0.0600659885,0.0595418252,0.0600674078,0.0605412796,0.0581777357,0.0593957305,0.0593596622,0.0561293066,0.0575039014,0.0570064262,0.056172736,0.0552640855,0.0559334345,0.0556553043,0.0547515489,0.0543716513,0.0535920188,0.0542948954,0.0533894412,0.0518915355,0.0508841351,0.0506131276,0.0498398468,0.050739754,0.0499923602,0.0488217548,0.0500575043,0.0480288938,0.0483701192,0.0484288149,0.0466980971,0.0470720567,0.0474756211,0.0467570648,0.0463771783,0.0466109179,0.0464565456,0.0458829775,0.047379043,0.0452250987,0.0461121053,0.0470797271,0.0447705239,0.0470882356,0.0463946499,0.0440852568,0.0468866527,0.0445159487,0.042994231,0.0462700166,0.0415350534,0.0434149541,0.0442868844,0.0385123938,0.0465372987,0.0404720828,0.0367236212,0.0437403396,0.032265529,0.0360151231,0.0416488647,0.034729369,0.038516175,0.0250670165,0.024400739,0.0222709868,0.0232954584,0.0216315463,0.0216012746,0.022611659,0.0204402041,0.0229112599,0.0227027852,0.0204790756,0.0212002154,0.0199376848,0.0187342986,0.0190345831,0.0176797491,0.0168049242,0.0160696879,0.0148011222,0.0146781746,0.0138282888,0.0126118269,0.0124297664,0.0120972227,0.0108409766,0.0101744011,0.00916300528,0.0091028437,0.00838801451,0.00794166327,0.0074509657,0.00695865182,0.00643315585,0.00641092146,0.00578679517,0.00516188983,0.00652332837,0.00508007035,0.00534830615,0.00465885503,0.0046641645,0.00489719445,0.00492389407,0.00409594877,0.0040899408,0.00348542631,0.00415253267,0.00361389248,0.00356568396,0.0038551786,0.00355135044,0.00332734315,0.00315950019,0.00303666992,0.00304860296,0.00235958444,0.0023393766,0.00220995909,0.00228755223,0.00271778973,0.00226600049,0.00262609823,0.00241418509,0.00245847646,0.00306165218,0.00318217045,0.00321586663,0.00276575098,0.00282123731,0.00264878059,0.00214843918,0.0021704887,0.00155741465,0.00122738583,0.000836929772,0.00185659062,0.000503994524,0.000529506709,0.00066649355,0.000405608676,-0.000677886885,-0.000923721585,,-0.000929713249,-0.00181187713,-0.000179919647,-0.00128626591
849,1.71399999,2026-08-30T05:57:17.387000+0000,-20.910300119443345,154.34306158625333,0.0870261937,0.0761155486,0.0728273839,0.079223685,0.074902527,0.0741662905,0.0714235082,0.0727187768,0.0680890083,0.0680691898,0.0656812787,0.0674530044,0.0665002391,0.0653301924,0.0658620372,0.0645510331,0.0640053675,0.0638842881,0.0625999197,0.0623289086,0.0606033169,0.0602727979,0.0598972254,0.0588315502,0.0592759885,0.0583418272,0.0579174086,0.05766128,0.0578077398,0.0557857305,0.0553796589,0.0556493029,0.0542038977,0.0545464233,0.0549627393,0.0543640852,0.0541134328,0.053345304,0.0528815463,0.0522416532,0.0517720208,0.0517348945,0.0508194417,0.0478515364,0.0471741371,0.0464531295,0.0460498482,0.0460697562,0.044932358,0.0445617549,0.0449975021,0.0444388948,0.0440201201,0.043448817,0.0431180969,0.0425320566,0.0422256216,0.0421770662,0.042107176,0.0419509187,0.0415265486,0.0407629795,0.0405390412,0.0407050997,0.0405721068,0.0411897264,0.0410005227,0.0413782336,0.0413346477,0.0409952588,0.0409466513,0.0395459495,0.0388042331,0.0393700153,0.0384650528,0.0384049565,0.0393168852,0.0375023931,0.038087301,0.0380120836,0.0354736224,0.0332203358,0.0329255238,0.0312451273,0.0355088711,0.0310293734,0.0363561697,0.0228210203,0.0226947609,0.0230650064,0.0216694698,0.0210755505,0.0218752734,0.0210256651,0.0206342135,0.0207552668,0.0205367785,0.0206930526,0.0203942228,0.0183616895,0.018568296,0.0176185817,0.017283747,0.0161789227,0.0156836845,0.0142051317,0.0140321609,0.0134722814,0.0127858249,0.0115437545,0.0117812259,0.0112949824,0.0101084011,0.00916699506,0.0090068467,0.00828200486,0.0071656676,0.00683496334,0.00686264038,0.00660715345,0.00601491984,0.00557078514,0.0055258926,0.00546732452,0.00503406767,0.00451230351,0.00398284569,0.00452817325,0.00434118416,0.0041978918,0.00396994129,0.00383393583,0.00374942715,0.00337653677,0.00278788828,0.00361968274,0.00328916986,0.0027953519,0.00256134593,0.00282349088,0.00222066441,0.00171259162,0.00186358136,0.00203337823,0.00133395405,0.00127155078,0.00117179123,0.00155000412,0.00148009905,0.00151818269,0.00153247803,0.00129565294,0.00269616605,0.00212986697,0.00225974922,0.00133523042,0.00123277982,0.00169243827,0.000844490947,0.000501418486,0.000851389254,-0.000629071845,-0.000279411906,0.000337992795,-0.000136503717,0.00181049737,0.000229608035,-0.00221388671,0.00031028525,-0.00129049667,-0.00109571521,-0.000117856544,-0.00205591926,-0.00146226655
850,1.88800001,2026-08-30T05:57:17.636000+0000,-20.910300168413332,154.34306154309334,0.0786762387,0.0707355142,0.0798873752,0.0740236565,0.0741925463,0.0734162852,0.0731735304,0.0690287724,0.0679289997,0.0667292178,0.0671112835,0.0649730042,0.0629902184,0.0658101887,0.063372016,0.0638310388,0.062945351,0.0629142821,0.0608499274,0.0610089041,0.0595533065,0.0594128072,0.0581872277,0.0588515475,0.0575559847,0.0564418249,0.0571374074,0.0560412854,0.0550277345,0.0551657304,0.0541196615,0.0532893017,0.0540639013,0.0525464267,0.0527627394,0.0526240841,0.0522734374,0.0508753061,0.0511715487,0.0507516526,0.0501820184,0.0498948954,0.04961944,0.047931537,0.0485441349,0.0476531275,0.0465298481,0.0469997562,0.0457723588,0.0453917533,0.0458075032,0.0441788957,0.044410117,0.0438088179,0.0434780978,0.0434120558,0.0427756235,0.0424570665,0.0419171788,0.0423609167,0.0418065488,0.0412629806,0.0416090414,0.0405550972,0.040832106,0.0410297289,0.041110523,0.041488234,0.0405446477,0.040565256,0.0409966521,0.0397959463,0.038474232,0.0392900184,0.0369850546,0.0395249575,0.0395868868,0.0365123935,0.0400972962,0.0356820859,0.0358436257,0.0355903357,0.0315855294,0.0333751291,0.0345288739,0.030329369,0.0363561697,0.0231050029,0.0222587511,0.0229989924,0.0227934606,0.021299541,0.0218192711,0.0220396556,0.0211682096,0.0218692459,0.0217507742,0.0216670781,0.0206682235,0.0193856955,0.0197622925,0.0185025893,0.0178877488,0.0172629356,0.0158176869,0.0147891203,0.0141761629,0.0132962801,0.013139829,0.0121477703,0.0116252378,0.0116189755,0.0102324057,0.00989100989,0.00881084893,0.00831600651,0.00783967413,0.00746897515,0.00629664678,0.00665115379,0.00583891943,0.00604478829,0.00586988311,0.00559132919,0.00527807092,0.00509630656,0.00397685263,0.00434217416,0.00403518602,0.0043719043,0.00360393617,0.00348794274,0.0032434254,0.00322053349,0.00270189065,0.00301367929,0.00343317166,0.00331934821,0.00275534112,0.0026174942,0.00256466959,0.00262659602,0.0028075818,0.00190737844,0.00155796041,0.00190555491,0.00203578733,0.00185400713,0.00173410121,0.0021621855,0.00196647877,0.00279965391,0.00319016632,0.00267386809,0.00235375017,0.00290923752,0.00259678438,0.00189643959,0.00157848932,0.00069541391,0.00116539095,0.00154493004,0.000304591376,0.000561998691,0.000727507286,-0.000345509965,0.00165360468,-0.000699887052,-0.00133571494,9.35052522e-05,-0.00162169943,-0.000913879601,,0.00148172304
851,2.06100011,2026-08-30T05:57:17.885000+0000,-20.91030021738332,154.34306149993336,0.0740161911,0.0686754808,0.0757473186,0.072923623,0.0711925104,0.0705662742,0.0711134821,0.0671387613,0.0657389984,0.064769201,0.0640312806,0.062743023,0.0607802309,0.0628901869,0.0615720227,0.0608910471,0.0607253686,0.0601042844,0.0592899248,0.0589289069,0.0581233129,0.056962803,0.0559972189,0.0555215403,0.0555559807,0.0547518134,0.0544773936,0.0538412668,0.0523577146,0.0536756963,0.0515096337,0.0509492755,0.050763879,0.0497864112,0.0500427261,0.0495940745,0.0497634187,0.0493452884,0.0482915416,0.0487016439,0.0481920168,0.0478948914,0.0477794297,0.0492215008,0.0484640785,0.0482130311,0.0476197004,0.0474695377,0.0473720655,0.0457713865,0.0467870981,0.0451184995,0.0452597663,0.0451885387,0.0446378849,0.0435119085,0.0441355295,0.0430170223,0.0434171706,0.0433309302,0.0423865616,0.0418529771,0.042159006,0.0417150408,0.0422520489,0.0425696783,0.0419905074,0.0420582443,0.0429246761,0.0417552814,0.0420266539,0.0415959246,0.0399841331,0.0416998155,0.0400347076,0.041034393,0.04099603,0.037411198,0.0400957018,0.0389799438,0.0349109136,0.0379669033,0.0328813232,0.0334205218,0.0346337482,0.0353339911,0.0356207751,0.0238470323,0.0232807714,0.0229210146,0.022715494,0.0222415999,0.0226813164,0.0222016945,0.0215702485,0.0224413201,0.0227028318,0.0213491414,0.022120297,0.0214777552,0.0203143582,0.0190846547,0.0184698328,0.0173449907,0.0168497488,0.0153611824,0.0151982252,0.0146383401,0.0136918928,0.0132498173,0.0124672856,0.0119110402,0.0107244551,0.0101730488,0.0104428874,0.00904805213,0.00851169415,0.00829100609,0.00729868375,0.00745319109,0.00700096134,0.00673683267,0.00633193087,0.00614337996,0.00561012141,0.00560834818,0.00502890162,0.00527422782,0.00484724063,0.00512395147,0.00423597824,0.00428995304,0.00325539266,0.0039624637,0.00364374625,0.00310546276,0.00358489086,0.00327100954,0.00337700569,0.00313919852,0.00314642745,0.00276843994,0.00285947765,0.00234933919,0.00235996558,0.00205759634,0.00236785854,0.00210608053,0.00195616623,0.00231421576,0.00244848221,0.00302165351,0.00307217403,0.0028058996,0.00247581047,0.00275131944,0.00193887181,0.00203851121,0.00225053518,0.00115740695,0.00149728102,0.000856698258,0.000816172222,0.000493309693,0.000508507481,0.000285117654,0.000263695838,9.62079503e-06,-0.001066942,-0.000828274293,,,-0.00141516142,-8.16232059e-05
852,2.24099994,2026-08-30T05:57:18.143000+0000,-20.910300268123347,154.34306145521333,0.0779756829,0.068595022,0.077096954,0.0722233728,0.0720723644,0.070666194,0.0710232481,0.0679786652,0.0649390221,0.0639691949,0.0630913377,0.0622431561,0.061870344,0.0632802397,0.0622121356,0.0621612072,0.0614654683,0.0606643409,0.0590899773,0.0580789037,0.0574333183,0.0569628589,0.0571071655,0.05655149,0.0557559282,0.0553417169,0.0545772351,0.0544110611,0.0536474586,0.0532253906,0.0525993258,0.0524089709,0.0515436754,0.0514062531,0.0511125736,0.0506539792,0.0497633219,0.0496551916,0.048921492,0.0483915992,0.0477220193,0.0478148945,0.0478693284,0.0472912006,0.0461334102,0.0455817878,0.045257777,0.0455267876,0.0446383283,0.0447666571,0.044711791,0.0438033529,0.0439551882,0.0435848385,0.0431750715,0.0429399274,0.0422443338,0.0424563922,0.0417170674,0.0414110832,0.0417267717,0.0408929251,0.0413985923,0.0413543135,0.0408212692,0.0409890525,0.0409003571,0.0417684577,0.0417550951,0.0406357013,0.0411268771,0.0402457789,0.0394530557,0.0411874391,0.038280461,0.0397273935,0.0409551263,0.0382058732,0.0384652391,0.0379123501,0.0327459387,0.0354825109,0.0348367244,0.0318907239,0.0356470793,0.0348036587,0.0355500691,0.0224090591,0.0233127978,0.0231231377,0.0214877147,0.0218839683,0.0213537589,0.0218140297,0.0222226474,0.0217338745,0.0217654239,0.0209217109,0.0213829819,0.0195204001,0.0196069516,0.0186873041,0.0168725271,0.0162676405,0.0155323483,0.0142637827,0.0143308248,0.0135408891,0.0123044876,0.0118723735,0.0112997768,0.0107435836,0.0101069482,0.00924543384,0.0090752868,0.00849033054,0.00741393212,0.00722323917,0.0066309087,0.0057554841,0.0063433554,0.00548922922,0.00531438086,0.00494582392,0.00481255725,0.00494079664,0.00458140299,0.00471676607,0.00470979791,0.00456650462,0.00337826763,0.00355192949,0.00342679559,0.00289329491,0.00348374411,0.00285441731,0.00294290041,0.00267829816,0.00292428839,0.00239700801,0.00261501851,0.00156795001,0.00236983108,0.00224052719,0.00217178068,0.00136993104,0.00213050633,0.00219882675,0.00210875622,0.00240645069,0.00261035166,0.00273341895,0.00298404717,0.00295813545,0.0025484066,0.00234423322,0.00209189183,0.00219137757,0.00234304066,0.00103917695,0.0006279191,0.00169566437,0.00136275613,-0.000303531764,0.000877551967,0.000479214126,-5.9168553e-05,-0.000320733758,-0.00097686355,-0.00171553786,-0.00037826295,,,-0.000539989443
853,2.37800002,2026-08-30T05:57:18.391000+0000,-20.91030031689668,154.34306141222666,0.0816261396,0.0793154836,0.0704473183,0.0765136704,0.072932519,0.0721562952,0.0686034933,0.0690587759,0.0670289993,0.0640991926,0.0635012835,0.0642630085,0.0616602451,0.0623902008,0.0631220341,0.0624310672,0.0618053712,0.0609142892,0.0604999363,0.0580489114,0.0586833209,0.0578328148,0.056707222,0.0566315502,0.0566659905,0.0558518209,0.0558673926,0.0554712564,0.0541177094,0.0529656969,0.053449627,0.0518392734,0.0515438765,0.051016409,0.0511827283,0.051034078,0.0504434258,0.0508852974,0.0497715473,0.0494116507,0.048822023,0.0487748981,0.0484194383,0.0474415012,0.0479840636,0.0475729927,0.0469896346,0.0461494438,0.0451719314,0.0449312143,0.0445668958,0.0440983064,0.0446595885,0.0436483882,0.0435877703,0.0431218296,0.0422254801,0.0417269915,0.0412471667,0.0414709337,0.0413065739,0.0416629799,0.0411089957,0.0399650112,0.0410720184,0.0418196581,0.0401105098,0.0408382677,0.0414447039,0.040525306,0.0409666859,0.0409159437,0.0393441208,0.0416997559,0.0380945802,0.0408741646,0.0400256515,0.0374206491,0.0387249663,0.0393589288,0.0329996198,0.0396152474,0.0315692611,0.0358882546,0.0389011949,0.0315612629,0.0348780155,0.0257659815,0.0249397233,0.0223099887,0.0233044606,0.0222405475,0.0218502991,0.0231806897,0.0215292312,0.0226203091,0.0219518114,0.0205981229,0.0205292739,0.019796744,0.0186433438,0.0186836384,0.0173288118,0.0162339807,0.0154887382,0.0142201725,0.014067214,0.0142473206,0.0130208675,0.0120388009,0.0117062684,0.0109500214,0.0105534345,0.00945202261,0.00873187371,0.0085170269,0.00755067961,0.00725997007,0.00796764717,0.00681216409,0.0065499437,0.00587580958,0.00575091923,0.00569235161,0.00509910053,0.00402733451,0.00479789032,0.00409321068,0.0046262308,0.00495293597,0.00335495826,0.00346891349,0.00310434634,0.00374137564,0.00290263537,0.00322431745,0.00258369232,0.00254978845,0.00315577397,0.00252798991,0.00225525396,0.00225729542,0.0020783646,0.00174825685,0.00146890944,0.00192656461,0.00210684212,0.00195506262,0.00209514238,0.00218318589,0.00252744043,0.00258060265,0.00244113011,0.002964871,0.00250479206,0.00258032,0.00220788131,0.00216752337,0.00135953841,0.0015963749,0.000616220757,0.00112556829,0.00100495759,0.000901981024,0.00109699881,0.000373426825,-0.00136825861,0.000907386653,-0.00100955321,-0.000571168028,-0.000347181223,,,-0.000385400839
854,2.44099998,2026-08-30T05:57:18.640000+0000,-20.910300365866668,154.34306136906667,0.0736257285,0.0650950745,0.0817869753,0.0717134178,0.0717323869,0.0694362074,0.0724332482,0.066798687,0.0643890202,0.0636992157,0.0642813444,0.0628731698,0.0594903268,0.0637902394,0.0610321388,0.0608211942,0.0602854714,0.0594643466,0.0583699793,0.0568289086,0.0559733212,0.0560728535,0.0559071787,0.0554415062,0.0551659428,0.0545517281,0.0544772595,0.0543310754,0.0522674806,0.0524354167,0.0522693507,0.0503789969,0.0511536933,0.0502562746,0.0501125902,0.049663987,0.0497633331,0.0494252034,0.0490015,0.0487116054,0.047722023,0.0475749001,0.0481893457,0.0470412262,0.0468534678,0.046381887,0.0460479334,0.0456870049,0.0455386192,0.0443270244,0.0447922051,0.0444337502,0.0436755382,0.0435851254,0.043315284,0.0424700826,0.0425644219,0.042186439,0.042387072,0.0418110713,0.0408067554,0.0405629352,0.0404186286,0.0415343679,0.0406413265,0.0409591049,0.040900372,0.0416284502,0.0409950726,0.0413556769,0.0391968675,0.0398858115,0.0398531556,0.0398176387,0.0401308052,0.0396079533,0.0381359905,0.0394770801,0.0372668356,0.0345545001,0.0358586572,0.0332459509,0.0322709531,0.035715349,0.0327122211,0.0332690701,0.0370154902,0.0236370303,0.0232807547,0.022871118,0.0213456862,0.0214819312,0.0221216977,0.0212119929,0.0223606005,0.0211818032,0.0204133652,0.0222896524,0.02075091,0.0200883225,0.0196948834,0.0183352269,0.0175704435,0.0167255625,0.0152702807,0.0154617159,0.0145987617,0.0131788244,0.0138224093,0.0125302924,0.0114977164,0.0117915114,0.0102948891,0.0097833816,0.00971322134,0.00773829222,0.00708188675,0.00740120094,0.0064088786,0.0066334391,0.00661129411,0.00557717727,0.00604231469,0.00570375426,0.0056304941,0.00443872903,0.00438933494,0.00493470021,0.00498772413,0.00436443556,0.00358622381,0.00338989915,0.00285481894,0.0033313632,0.00319188368,0.00310263969,0.00314118667,0.00304663135,0.00315262331,0.00280529214,0.00296324911,0.00263611786,0.0024279342,0.00206855917,0.00260976003,0.00243787607,0.00181842386,0.00230674911,0.00187668391,0.00215440989,0.00192833599,0.00288141379,0.00252203271,0.00301609188,0.00257633254,0.00246213935,0.00236979313,0.00180929061,0.00127098546,0.00181718171,0.00171601097,0.000783890253,0.00168116251,0.00112514966,6.54207543e-06,0.000898594502,0.000800749753,-0.000320243184,-0.00138564315,-0.000403757673,-0.00150592579,-0.000735389069,-0.00178854191,-0.000646614004
855,2.50300002,2026-08-30T05:57:18.889000+0000,-20.910300414836655,154.3430613259067,0.0815361515,0.0596655197,0.0875273496,0.0719336569,0.0734425336,0.0711662993,0.0746734887,0.0681487694,0.0657090023,0.0654292181,0.0670112893,0.0631230175,0.0608502552,0.0654502064,0.0627820417,0.0625110641,0.0618153773,0.0623942949,0.0593899414,0.059498921,0.0581233278,0.0568728149,0.0566072352,0.057051558,0.0565759949,0.0551518314,0.0560574085,0.055571273,0.0525377244,0.0541157126,0.0526996441,0.0503792875,0.0514738932,0.0504064225,0.0508827381,0.0503640845,0.0500734374,0.0498153046,0.0489215553,0.0486316606,0.0483520329,0.047734905,0.0479394458,0.046721518,0.0471740887,0.0461330265,0.0458096825,0.0457495078,0.0453020148,0.0441613086,0.0443169996,0.0432084017,0.0430996753,0.0425184518,0.042147819,0.0424218625,0.0416054986,0.0414670035,0.0410671644,0.0407009274,0.0403765664,0.0396729819,0.0401990041,0.0398250297,0.040452037,0.0405396745,0.0392505117,0.0411582664,0.0397847109,0.0392853171,0.0400266983,0.0398259722,0.0381641686,0.0399798341,0.038274698,0.0387343429,0.0389859006,0.0366909876,0.0378453992,0.0373495035,0.0357403308,0.0379361361,0.0322703421,0.0351194218,0.0364824757,0.035562586,0.0333393216,0.0250414386,0.0233251937,0.0221854225,0.0219399091,0.0212160069,0.0218157321,0.0221461356,0.0215946808,0.0224657543,0.0217472501,0.0211935453,0.0199647117,0.0192821752,0.0185287856,0.0179090761,0.0165842604,0.0164494216,0.0152441841,0.014715625,0.014092654,0.012982768,0.0122863175,0.012084255,0.0107917162,0.011255471,0.00966889318,0.00927747879,0.00824732613,0.00811247155,0.00757612661,0.00711542461,0.00642310735,0.00590761472,0.00610539131,0.00567127019,0.00549636967,0.0051578097,0.00484455191,0.00425278209,0.00378333661,0.0040286649,0.00384167698,0.00392838474,0.00347041036,0.00340438099,0.00272982125,0.00319687021,0.00270814332,0.00294984109,0.00291924155,0.00291533,0.00218132487,0.00219351775,0.00235076784,0.00205278466,0.00222385186,0.00162372668,0.00117436866,0.00171201141,0.00170227955,0.00203050324,0.00175059051,0.00172864157,0.00147290179,0.00194607,0.00231659575,0.00278032268,0.001760246,0.00199576491,0.00169332628,0.00129297818,0.0011150036,0.00094186049,0.000171736116,0.000221120659,0.000730558066,7.64313154e-06,0.000822748756,0.00128927897,0.000197715824,-0.000876499573,-0.00143324421,-0.00102473353,-0.0021806329,-0.00169351138,-0.00171209942,
856,2.56699991,2026-08-30T05:57:19.141000+0000,-20.910300464396652,154.34306128222667,0.0711158514,0.0691352114,0.0849870816,0.0717234984,0.0750124156,0.0742762163,0.0750733316,0.0690287054,0.0694290102,0.0667292178,0.0681913346,0.06321311,0.0647303089,0.0666402206,0.0624621026,0.0643911585,0.0634954348,0.0629143268,0.0620699748,0.0604289137,0.0602433123,0.0585228503,0.0574871935,0.057431519,0.0580759607,0.0571517609,0.0571373031,0.0564311333,0.0552175567,0.0553455129,0.0536194406,0.0527290888,0.052563753,0.0516263172,0.0522426367,0.0522540212,0.0510533676,0.0508852378,0.0506415144,0.0500516221,0.0491520315,0.0483749025,0.0477793775,0.0472013168,0.0468536541,0.0460622311,0.0453384556,0.0459877551,0.0454596318,0.0449883044,0.045623634,0.0442751348,0.0440267697,0.0431061126,0.0423860401,0.0427306071,0.0423047431,0.0425166078,0.0424370989,0.042621024,0.0424166992,0.0419529453,0.0420587398,0.0410145707,0.042001538,0.0419192724,0.0416204184,0.0425283983,0.0414149649,0.0413555726,0.0422968231,0.0391858593,0.039413467,0.0386783034,0.0382819735,0.0409398675,0.039908953,0.0376712307,0.040642377,0.0364319533,0.0366980955,0.0367379338,0.0296356715,0.0365614593,0.0351501703,0.0318279862,0.0383744948,0.0254499856,0.0238537248,0.0236940403,0.022778606,0.02122478,0.0223445576,0.0226448849,0.0221834667,0.0225846265,0.0211661868,0.021802457,0.021433698,0.0190311335,0.0195776988,0.0178680196,0.0170432292,0.0164183639,0.0152030913,0.0144245205,0.0142515646,0.0128916493,0.0127052255,0.0117131285,0.0114905639,0.0109643489,0.0104077356,0.00970625132,0.00820610113,0.00790118799,0.00746481307,0.00696411636,0.00659178663,0.00674632657,0.00610417593,0.00572004821,0.00549517293,0.0050866222,0.00467336271,0.00413160119,0.00390218687,0.00408754125,0.00402055215,0.00441726297,0.00376911904,0.0035228848,0.00324796909,0.00324465684,0.00258539501,0.00266643916,0.00287524448,0.00233088364,0.0023068611,0.00306940568,0.00256714947,0.00213974924,0.00240134657,0.0018317455,0.00186278648,0.00214076345,0.00193122518,0.00155951711,0.00163950236,0.00154731586,0.00197135122,0.0028144496,0.00290504075,0.0030290063,0.00322915497,0.00255487137,0.00184249901,0.00200204295,0.00090383715,0.000640234211,0.000729379011,-6.22950029e-05,-0.000354375923,0.00120052625,0.000433024252,0.0012164216,0.000630443683,-0.000478535192,-0.00180135365,-0.00146748475,,,-0.00224709022,
857,2.59299994,2026-08-30T05:57:19.390000+0000,-20.910300513366693,154.34306123906663,0.0758258477,0.0724651739,0.0811870247,0.0744534954,0.0748424083,0.0737762153,0.0737633258,0.070908688,0.0697790012,0.0677191839,0.0683213323,0.0654631257,0.0645103008,0.0661202297,0.0641220957,0.064921163,0.0645654351,0.0636443272,0.0627299473,0.0620589107,0.0612033084,0.0595028289,0.0605071858,0.0590415038,0.0583659485,0.0578417405,0.057727281,0.0571911186,0.0560475327,0.0556954816,0.0549694151,0.0533790588,0.0531937331,0.0525563024,0.0523126163,0.0520239994,0.051983349,0.0508952178,0.0504815094,0.0498116091,0.0486720167,0.0492548905,0.0485793538,0.0480112843,0.048623614,0.0475721657,0.0473083667,0.0473076329,0.0473694727,0.0462781116,0.0468434244,0.0460349359,0.0455266014,0.0453959778,0.0447759405,0.0450405404,0.0443947017,0.0442065895,0.0441970974,0.0434710383,0.0442367084,0.0421429425,0.0431687199,0.0422945358,0.042941507,0.0435892455,0.0432303995,0.043958392,0.0435649678,0.0425055698,0.0425568037,0.042205818,0.039433375,0.04204816,0.0402217545,0.0407295302,0.0418784656,0.0401905701,0.0397515185,0.0392108187,0.0358166806,0.0390461534,0.0341935121,0.0349591114,0.0354575887,0.0386753008,0.0372318365,0.0248010773,0.0228648037,0.0230451375,0.0215296671,0.0212258734,0.0212956592,0.0214859527,0.0220145378,0.0222557262,0.0222372822,0.020883562,0.0203347988,0.019802222,0.018478781,0.0176291224,0.0170443319,0.015959464,0.0156941861,0.0144556165,0.0135426689,0.0132127479,0.0125563275,0.0122742243,0.0112416446,0.0107154306,0.00952882506,0.00902733952,0.00853717513,0.00836227089,0.0070158788,0.00756517844,0.00624286989,0.00611740584,0.00613526022,0.00592112495,0.00542625692,0.00518769771,0.00516444584,0.00475268206,0.00429327041,0.00393862231,0.00459164148,0.00420835009,0.00302019203,0.00326395594,0.0030690073,0.00329567119,0.0027963859,0.00250737928,0.00198615715,0.00249176798,0.00266775489,0.00246031862,0.00257808808,0.00209074793,0.00216236478,0.00180279696,0.0016238587,0.00151185459,0.00169232721,0.00208061747,0.00173059897,0.00161839928,0.00213241577,0.00169551419,0.00223610224,0.00226007821,0.00204024138,0.00177597115,0.00171359302,0.00184312789,0.00153490156,0.00152126071,0.000820345711,0.000948605593,-0.000213570427,0.00123119471,0.000483543612,0.000686720945,0.000390479341,-0.00076878164,-0.000791960862,-0.00153837539,-0.00200895173,-0.00141669274,-0.00220864941,-0.000706307124
