sequence,pressure,datetime,latitude,longitude,c_400.9,c_403.2,c_405.3,c_407.1,c_408.9,c_410.9,c_413.5,c_417.6,c_422.2,c_427.4,c_432.0,c_436.4,c_440.2,c_444.2,c_448.5,c_452.5,c_456.7,c_460.6,c_464.8,c_469.2,c_473.8,c_478.7,c_483.2,c_487.6,c_491.8,c_496.0,c_500.5,c_505.0,c_509.5,c_514.4,c_518.7,c_523.4,c_527.7,c_531.6,c_535.8,c_539.7,c_544.2,c_548.3,c_552.8,c_557.0,c_561.5,c_565.6,c_569.8,c_573.6,c_577.3,c_581.4,c_585.3,c_589.6,c_593.5,c_598.1,c_602.3,c_607.0,c_611.5,c_616.0,c_620.4,c_624.7,c_628.9,c_633.0,c_637.3,c_641.3,c_645.8,c_649.8,c_654.4,c_658.6,c_662.9,c_667.0,c_671.3,c_675.4,c_679.3,c_683.2,c_686.9,c_690.3,c_694.1,c_697.6,c_701.0,c_704.4,c_707.9,c_711.2,c_714.4,c_717.9,c_720.9,c_724.4,c_728.3,c_730.5,c_734.0,c_737.2,c_740.0,a_400.7,a_403.0,a_404.8,a_406.8,a_408.7,a_410.5,a_413.4,a_416.9,a_421.5,a_426.7,a_431.5,a_435.5,a_439.3,a_443.2,a_447.4,a_451.5,a_455.5,a_459.6,a_463.4,a_468.0,a_472.4,a_477.1,a_481.7,a_486.2,a_490.4,a_494.6,a_498.9,a_503.1,a_508.0,a_512.5,a_517.0,a_521.6,a_526.1,a_530.1,a_534.2,a_538.4,a_542.5,a_546.8,a_551.0,a_555.3,a_559.6,a_563.9,a_568.1,a_572.7,a_576.6,a_580.5,a_584.4,a_588.6,a_592.9,a_597.1,a_601.4,a_606.0,a_610.5,a_614.7,a_619.4,a_623.5,a_627.9,a_632.0,a_636.0,a_640.2,a_644.5,a_648.8,a_653.2,a_657.3,a_661.6,a_665.9,a_670.1,a_674.0,a_678.0,a_682.0,a_685.6,a_689.4,a_692.9,a_696.5,a_699.9,a_703.3,a_706.7,a_709.9,a_713.2,a_716.9,a_720.1,a_723.7,a_726.4,a_729.2,a_732.6,a_735.9,a_738.3
1004,1.12800002,2026-08-30T13:51:53.831000+0000,-20.924259919578336,154.35143719633666,0.0769702196,0.0594191104,0.0707306042,0.0670056865,0.0640837699,0.0635671467,0.0655155629,0.0661696419,0.0630990937,0.0633992925,0.0641210005,0.0623519234,0.0582295507,0.0616199113,0.0578213595,0.0583799928,0.0572247021,0.0564740151,0.0564596578,0.0553690307,0.0544934347,0.0541325398,0.0533877537,0.0529320799,0.0524865165,0.0525127538,0.0522887297,0.0516129956,0.049409844,0.0503382236,0.0496221446,0.0482317843,0.0486855917,0.0470277295,0.0476040505,0.0467250012,0.0469843484,0.0453462228,0.0458520763,0.0460921749,0.0449421555,0.0451050326,0.0450703725,0.0448640473,0.0444794111,0.0441827327,0.0431645662,0.0435507596,0.0432508215,0.0427476466,0.0419676714,0.0421978161,0.0413346589,0.0411866531,0.0406392366,0.0404869169,0.0406145975,0.0402617343,0.0405279249,0.0402397141,0.0402049832,0.0394634046,0.0391922332,0.0384606533,0.038338054,0.0397544987,0.0398117788,0.0395667814,0.0408616811,0.038692344,0.0386253856,0.0389675125,0.0370329544,0.0370286368,0.0373478942,0.0364886858,0.0378701426,0.0364690796,0.0350329094,0.0363615453,0.0324089043,0.0323867351,0.0307188537,0.0306676105,0.0338728987,0.0328704529,0.0289895609,0.020412989,0.0211767387,0.02052618,0.0203398541,0.0204147696,0.0185841005,0.0189752635,0.0177034158,0.0159332994,0.0158044342,0.0157007407,0.0138711222,0.0137389917,0.0127059966,0.012515896,0.0115206707,0.0104662506,0.00988140795,0.00915284548,0.0080198897,0.00797040109,0.00723356241,0.00694190012,0.00592975458,0.00584311271,0.00503693381,0.00516632479,0.00424617529,0.0043021217,0.00332617387,0.00321546383,0.00296314526,0.00257724896,0.00226424029,0.00263010571,0.00161482068,0.00199625781,0.00126299867,0.00108123431,0.000881403452,0.00125633727,0.00117936183,0.00114607927,0.000180094212,6.45499676e-06,,6.77076459e-05,,9.50025569e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1.14300001,2026-08-30T13:51:54.086000+0000,-20.92425993530334,154.35143717168665,0.0681605637,0.0612305328,0.0704333633,0.0627359673,0.0632589906,0.0633748546,0.0652450547,0.0610347986,0.0618981309,0.0629383177,0.0623510256,0.0579465888,0.0585517175,0.0586495772,0.0565827824,0.056563165,0.0560061224,0.0560029522,0.0546378568,0.0541647524,0.0529987961,0.0522203818,0.0513298884,0.0507045835,0.0518286526,0.050362397,0.0508155152,0.0495873019,0.0477120243,0.0494082868,0.0472329408,0.0467036739,0.0462720953,0.0455567129,0.0457226671,0.0449557416,0.0447650887,0.043846596,0.0441949442,0.0434354097,0.0430671424,0.0422396511,0.0420092829,0.0422019102,0.041579131,0.041674003,0.0411535054,0.0402899049,0.0404534452,0.0407766849,0.0402548425,0.0406101421,0.0409605615,0.0405477621,0.0402437299,0.0396208279,0.0393543541,0.0392273851,0.0389769785,0.0390693769,0.0376241989,0.0379976258,0.036427211,0.0366899706,0.0377748907,0.0380384326,0.0368558951,0.0390135497,0.0366425328,0.0356462412,0.0355912782,0.0323475711,0.0334087275,0.0310938116,0.031275481,0.0330778696,0.0298576709,0.0307422839,0.0336784348,0.0286548883,0.0325779952,0.0305871405,0.0292035174,0.037750043,0.0379533134,0.0404376723,0.0507988147,0.0248001982,0.0239446927,0.0239494815,0.0229888503,0.0212915875,0.0217537563,0.0206499808,0.0190606155,0.0194164813,0.0166786388,0.0161134955,0.0164184645,0.0147531154,0.0146569042,0.0134689165,0.0123558231,0.0122185443,0.0111104855,0.0101519236,0.0102282315,0.00830554031,0.00859080069,0.00830592681,0.00713093113,0.00705640391,0.00655774307,0.00516178459,0.00552127464,0.00454225158,0.00425381633,0.00441384083,0.0038218773,0.00340884109,0.00313042942,0.00277594524,0.00227241288,0.00248348736,0.00196985877,0.00218810118,0.00184037583,0.00101706467,0.00176863291,0.0018142442,0.000705107581,0.000536166539,0.000527906639,0.000531254685,2.87408111e-05,0.000149017607,0.000582624809,0.000784198346,0.00140744727,0.00162671995,0.00182893325,0.00149072765,0.000954853313,0.000827061303,,0.000148400068,4.93861007e-05,,,,,,,,,,,,,,,,,,,,,,,,,,0.00532972068,0.00849419273
1006,1.15699995,2026-08-30T13:51:54.335000+0000,-20.92425995065834,154.35143714761665,0.06599994,0.0577189215,0.0788104162,0.0630655736,0.063293688,0.0629570857,0.0681854263,0.0632895678,0.0631190613,0.0642292574,0.0667609945,0.0613319688,0.0588495657,0.062719889,0.0584613681,0.0585400127,0.0584547073,0.0585339963,0.0566396341,0.0565590002,0.0565034002,0.0546125211,0.0546577014,0.0533220172,0.0528664552,0.0528926663,0.0525786243,0.0527428687,0.0507796966,0.0521680526,0.0510419793,0.0489416197,0.0492954701,0.0485476293,0.0481139496,0.0485949218,0.0474242717,0.0477061383,0.046782013,0.0469421148,0.0465121157,0.0457349941,0.0456302911,0.0447738729,0.0440790877,0.0438621789,0.0433137342,0.0433995947,0.0440692604,0.0423156992,0.0431255065,0.0430457331,0.0421628207,0.0415451787,0.040908128,0.0404361412,0.0406341329,0.0402614959,0.0404478982,0.0401597843,0.040065065,0.0390333757,0.0394020528,0.0383503437,0.0377677232,0.0385842323,0.0399416946,0.0393968336,0.0394417979,0.0388024412,0.0373153798,0.0379073359,0.0358623713,0.0348075069,0.0361459889,0.0358656459,0.0357655138,0.0364626572,0.0346244015,0.0328201614,0.0323445313,0.029468568,0.030716598,0.0306433011,0.0285259206,0.0323021412,0.0317412429,0.606080234,0.600463927,0.587073505,0.566877186,0.555752099,0.544701397,0.539572537,0.544500649,0.557070673,0.570221841,0.59504813,0.622548521,0.651186526,0.670383394,0.67413336,0.671578109,0.664783776,0.656598747,0.64492029,0.627307236,0.606017768,0.586560786,0.574439228,0.564027131,0.568110406,0.567864239,0.55859369,0.552873433,0.545099437,0.539653361,0.53435272,0.532690465,0.537234485,0.537771523,0.54604739,0.55401212,0.546163499,0.541180313,0.545348585,0.551908791,0.556183755,0.567486703,0.60362345,0.567797363,0.518673718,0.483083189,0.475114405,0.436821759,0.339141071,0.254347146,0.181858361,0.133204401,0.12644279,0.116254389,0.130499661,0.122654676,0.0643984079,0.0247846246,0.01304847,0.0243365169,0.0253539681,0.0261752605,0.0410858393,0.0729427934,0.0999967456,0.1146065,0.12342757,0.132264972,0.126848161,0.111904979,0.108115971,0.106690526,0.107052743,0.108890951,0.116152406,0.129659295,0.135891259,0.118216157,0.0657985806,-0.00278246403,-0.0664123893,-0.114819825,-0.134058118,-0.131173611,-0.114453852,-0.102775753,-0.0957000852
1007,1.17200005,2026-08-30T13:51:54.584000+0000,-20.924259966013334,154.35143712354667,0.0755299926,0.0600489676,0.0812704563,0.0635855868,0.064883709,0.0642571002,0.0702454448,0.0660795793,0.0644790828,0.0667292774,0.0659009814,0.0636419505,0.0610695407,0.0638498738,0.0604313463,0.0605699904,0.0597446859,0.0597739816,0.0589196309,0.0577689968,0.0571533926,0.0548724979,0.0554276928,0.0550020151,0.0538664535,0.0526926666,0.0527586266,0.0526528768,0.0515097082,0.0511180758,0.0503720008,0.0488616452,0.0494454876,0.048237633,0.0478939563,0.0473949239,0.0475042686,0.0467161387,0.046472013,0.045692116,0.0452521071,0.0451749824,0.0447502881,0.0486138947,0.0481491424,0.0482922904,0.0469939113,0.0476398505,0.0470596105,0.0462261401,0.0472260118,0.0454862304,0.0458032675,0.0455055386,0.0448284,0.0446863361,0.0440842547,0.0442315564,0.043857906,0.0435297713,0.0429350436,0.0421333797,0.0422720835,0.0410104059,0.0415277965,0.0423942879,0.0414717048,0.0418068059,0.0423917472,0.0409423932,0.0407953374,0.0400473252,0.0391724445,0.0398577042,0.0390063561,0.0389962792,0.0394965187,0.0371040888,0.039086327,0.0356527641,0.0338278525,0.0353127904,0.0300218053,0.0329290144,0.0336423106,0.0329989158,0.0344080776,-0.965242326,-0.975078642,-0.979579151,-0.987875402,-0.995140493,-0.999291062,-0.998059988,-0.989251852,-0.970641971,-0.94457072,-0.915514469,-0.889524102,-0.868206203,-0.851349175,-0.837919295,-0.824744523,-0.810478926,-0.799723804,-0.788882494,-0.777965426,-0.76668489,-0.754071832,-0.741373301,-0.727205515,-0.713242173,-0.695228338,-0.676599026,-0.658789158,-0.640643239,-0.622349262,-0.605939984,-0.587782145,-0.569268107,-0.551571012,-0.536135197,-0.523400545,-0.511229157,-0.504282355,-0.498674035,-0.493353844,-0.490138888,-0.485315919,-0.480619192,0.624234676,0.60426116,0.588020563,0.570991993,0.553269148,0.533078671,0.517154694,0.498936415,0.475072145,0.445340633,0.410782099,0.372987032,0.334432364,0.296305895,0.260682106,0.225245714,0.19133389,0.159751177,0.129112601,0.0988434553,0.0718402863,0.0508942604,0.0376038551,0.0301150084,0.0287421942,0.0323655605,0.0337423086,0.0280631781,0.0166579485,0.00458025932,-0.00677156448,-0.0142997503,-0.0176528692,-0.0173404217,-0.0152451992,-0.00899243355,-0.00121259689,0.00998818874,0.0154615641,0.0157240629,0.00543916225,-0.0072401762,-0.0195616484,-0.0278258324
1008,1.18599999,2026-08-30T13:51:54.833000+0000,-20.92425998136833,154.35143709947667,0.0589399412,0.0658188909,0.0724303871,0.0604255609,0.0642136857,0.0626770929,0.0672654286,0.0609895699,0.0635790899,0.0638192669,0.0636510104,0.0594019778,0.0601195693,0.0612799041,0.0573513731,0.0582900234,0.0571347103,0.0571140088,0.056359645,0.0552389994,0.0553634055,0.0534425303,0.0536777005,0.052742023,0.0521764606,0.0516126715,0.0516086258,0.0504728705,0.0494996905,0.0507780537,0.0479519814,0.0487816148,0.0485354736,0.0474876277,0.046843946,0.0466449186,0.0462242663,0.0463361405,0.0458520204,0.045852121,0.0449321195,0.0446249954,0.0450702906,0.0439738706,0.0442390777,0.0434721597,0.0426937006,0.0431595445,0.0421991907,0.0422956124,0.042145405,0.040855635,0.0415227339,0.0401551053,0.0396880731,0.0396061018,0.0391041078,0.0387914851,0.038907893,0.0394797884,0.03833507,0.0380033739,0.0381720401,0.03741033,0.0377977081,0.0381942205,0.0374216884,0.0393568426,0.0389218107,0.0386924595,0.0387353934,0.0369273387,0.0360523649,0.0366074778,0.0344959237,0.0363055319,0.0362353213,0.034512382,0.0381240286,0.0334696472,0.0328538753,0.0318477266,0.029345559,0.0307021476,0.0328746289,0.030310763,0.0343998447,0.796242714,0.770996332,0.739745975,0.702279687,0.66219449,0.619663835,0.580114961,0.550173283,0.529093146,0.511724353,0.499620557,0.483971,0.468118906,0.45496583,0.439715743,0.424190581,0.410106122,0.396201313,0.381922662,0.370379746,0.358880222,0.347073436,0.336911678,0.327729583,0.317523003,0.307706714,0.2992661,0.289845943,0.278771818,0.269255817,0.260005236,0.249062836,0.238647044,0.228763998,0.220099926,0.209014535,0.200016022,0.189992726,0.18038094,0.17123121,0.162856102,0.155869126,0.148125887,0.309409797,0.295846045,0.281525552,0.267616749,0.254714012,0.241953254,0.229549468,0.215370715,0.204486728,0.192935169,0.182036757,0.171312034,0.160037041,0.149470866,0.137876987,0.126860917,0.116158962,0.105856419,0.096057713,0.087108314,0.0781852007,0.0693591833,0.0610889196,0.0535100698,0.046857357,0.0395206213,0.0331074595,0.0282284021,0.0230529904,0.0200651884,0.0154833794,0.0117448568,0.0103516579,0.00698363781,0.0035084486,0.00359070301,0.000149488449,-0.00138056278,-0.00586819649,-0.00754666328,-0.0136122108,-0.0162826777,-0.0203046799,-0.0252890289
1009,1.20099998,2026-08-30T13:51:55.085000+0000,-20.92425999690833,154.35143707511668,0.073789902,0.0577988513,0.0721803606,0.0633455664,0.0635136664,0.0633370802,0.064955391,0.06567958,0.0644090921,0.0643792897,0.0632110164,0.0609119944,0.058639586,0.0609499142,0.0580813959,0.0579300486,0.0572247282,0.0573940128,0.0564596578,0.0557390116,0.0546834096,0.054522533,0.0542876907,0.0529320166,0.052386459,0.0507126637,0.0517086126,0.0513228513,0.0496896692,0.0499880239,0.0496219471,0.0478315912,0.04806545,0.0477176122,0.0470739305,0.046874918,0.0464542657,0.0459561311,0.0466420166,0.0455421135,0.0457321219,0.0449450016,0.0443602838,0.0434238426,0.0438390039,0.0433120206,0.0427634865,0.0434592292,0.0420487635,0.0414150693,0.042524796,0.0412650406,0.0410522036,0.0409646779,0.039807748,0.0401358679,0.0400739647,0.0401114039,0.0392578803,0.0398298055,0.0392250903,0.0374333672,0.0381920002,0.0382602476,0.0377976224,0.0397241488,0.0389216766,0.0398168676,0.0398518592,0.0382525101,0.0377854221,0.037767332,0.0354022533,0.0378872156,0.0368854478,0.0371747427,0.0390240848,0.0354906395,0.0354116932,0.034546487,0.0317398719,0.0347426385,0.0306392908,0.0313952863,0.0343969576,0.0336726606,0.0328616835,0.0221427307,0.0215264857,0.0211960003,0.0209397264,0.0205047205,0.0189740695,0.0187551826,0.0180633757,0.0174633507,0.0165845044,0.0147108035,0.014761229,0.0143390633,0.0136760343,0.0128059611,0.0122407814,0.0106863081,0.0101114502,0.00963288452,0.00825992879,0.00793041848,0.00722360192,0.00718190707,0.00693973526,0.00679312879,0.00584691064,0.00543624163,0.00469609722,0.00429198891,0.00344601064,0.00336531317,0.00329298642,0.00243712123,0.00239416189,0.00248003379,0.00174476812,0.00216621417,0.0014329541,0.00143118086,0.00124137581,0.0012563389,0.000699363998,0.000666078995,0.000709953136,0.000526146439,0.00014565303,6.7819783e-06,0.000113974616,0.000173065317,0.000509112375,0.000220360627,0.000226317788,7.47792656e-05,4.64511104e-05,0.000101792626,,,,,,,,,,,,0.000270199875,,,,,,,,,,,,,,,,,,,,
1010,1.21500003,2026-08-30T13:51:55.333000+0000,-20.924260012201664,154.35143705114334,0.077309899,0.0604788363,0.0708303005,0.0674055219,0.0641836748,0.0641970858,0.0665453896,0.0660995543,0.0640190691,0.0655492693,0.0649110079,0.0646119863,0.0596095957,0.062199913,0.0591613911,0.0595100522,0.0589747243,0.0587940216,0.0580096617,0.056759011,0.0562134162,0.0546025373,0.0545576997,0.0539220199,0.0530864559,0.0511126593,0.0517986044,0.0517028458,0.0496896617,0.0505980141,0.049541939,0.0477515757,0.0485254414,0.0473376065,0.0469939299,0.04679491,0.0465242602,0.0462561324,0.0454720147,0.0456121117,0.0450921245,0.0451849997,0.0452302806,0.0445438288,0.0436789803,0.0434719734,0.0429234132,0.0423191264,0.0426486209,0.0418548845,0.0416545942,0.0416248441,0.0406920277,0.0406945348,0.0402676351,0.0398657955,0.0398839228,0.0391813815,0.0396478772,0.0394798107,0.0392450988,0.0392433666,0.0388219804,0.0382302217,0.0383975953,0.0388141274,0.039371673,0.0386768766,0.0395518765,0.0386525281,0.037915431,0.0390173271,0.0359322093,0.0365171209,0.0360652842,0.0349244699,0.0373636633,0.0341500491,0.0343809016,0.0360254273,0.0328985229,0.0306809302,0.0306871869,0.0285329744,0.0304643866,0.0311499517,0.0332589597,0.0229327101,0.0242264662,0.0229259804,0.021829702,0.0214746911,0.0206740797,0.0191451665,0.0183233656,0.017573351,0.01689451,0.0159808025,0.014781232,0.0156190619,0.014196042,0.0130759748,0.0125107812,0.011406322,0.0110514471,0.0103528807,0.00896992628,0.00866042636,0.00815360062,0.00738191046,0.00736973574,0.00608311826,0.0062869098,0.00559624424,0.00496608578,0.00434197206,0.00382599304,0.00301528769,0.0027729685,0.00258710631,0.00209415075,0.00208002096,0.00210476108,0.00176620309,0.00186295283,0.00138118351,0.00124137371,0.0010163408,0.000649355701,0.00155608065,0.000279940257,0.000816115877,0.000435615366,0.000686715473,5.38844033e-05,,,,,7.45970756e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1.23000002,2026-08-30T13:51:55.583000+0000,-20.924260027618338,154.35143702697667,0.0745198727,0.0702088252,0.0710803494,0.0675855353,0.0673636794,0.0662670657,0.0672853887,0.0649495721,0.0654790774,0.0663692728,0.0666310042,0.063752003,0.0636595786,0.0631099045,0.0608013943,0.0607500449,0.0607447252,0.0601440184,0.058649648,0.0584390089,0.0581234135,0.0567525327,0.0558376908,0.0555020161,0.0552664548,0.0539826564,0.0543186069,0.0535928421,0.0514996611,0.0527680106,0.051121939,0.049821578,0.0503854416,0.0494576097,0.04902393,0.0487449095,0.0487942547,0.0480861254,0.0475520119,0.0468621068,0.0470621213,0.0464449972,0.0461002737,0.043583829,0.0427189879,0.0423619896,0.0419834442,0.041859176,0.0421086848,0.0411649756,0.0414846912,0.0406049415,0.040262118,0.0393946096,0.0395376943,0.0390658341,0.0387539491,0.0389113985,0.0387778766,0.0383998081,0.0388050936,0.0379833691,0.0379419848,0.0369502306,0.037047606,0.0382941365,0.0375916697,0.0391768701,0.0385418646,0.0385725163,0.0378954187,0.0360373221,0.0361422189,0.0358371548,0.0347653478,0.0356145836,0.0367338508,0.0346803181,0.035971269,0.0339059308,0.0317791626,0.0329717472,0.0273882058,0.030914098,0.0344956554,0.0301512983,0.0351203308,0.0224927533,0.0215464775,0.0224359818,0.0205397177,0.019094713,0.0200040713,0.0187252015,0.0167233758,0.0171833318,0.0151845161,0.0145707959,0.0140012316,0.013459065,0.0127560394,0.0125259729,0.0114807822,0.0109063145,0.0103314538,0.00889288075,0.00874992646,0.00792042073,0.00747360103,0.00743190479,0.00689974055,0.00626312522,0.00556691736,0.00534623628,0.00495609036,0.00389197748,0.003486,0.00311529613,0.00294298283,0.00266711693,0.00230415678,0.0021200343,0.00236475933,0.00185620878,0.00195295841,0.0013111803,0.00129138352,0.00106633443,0.00140935939,0.00148607453,0.000519942609,0.0006261362,7.56241207e-05,0.000286740222,6.39304053e-05,,,2.02705269e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,1.24399996,2026-08-30T13:51:55.832000+0000,-20.924260042973334,154.35143700290666,0.0674085245,0.0662126467,0.0741991028,0.0646774694,0.0663744286,0.0648021996,0.0659577325,0.0625360757,0.0645649508,0.0634351447,0.0638820603,0.0624520294,0.0604652092,0.061361149,0.0588474087,0.0590508468,0.0579407476,0.0576056428,0.0565416738,0.0560466386,0.0552012287,0.0542747527,0.0542115159,0.0527956448,0.0516202785,0.0520420857,0.0515038408,0.0508136861,0.0510159172,0.0507196821,0.0485732183,0.0491922684,0.0478351116,0.0469216704,0.0476081818,0.0468437523,0.0464331061,0.0455251709,0.0455154479,0.0450853556,0.0445801392,0.0445632115,0.0436901003,0.0434966758,0.0438114777,0.0426067598,0.0424411148,0.0432165712,0.042262245,0.0426631272,0.0427116007,0.0430709161,0.04282308,0.0419486687,0.042065829,0.0409944393,0.0407292135,0.041085761,0.0402069427,0.0403218083,0.0395630561,0.0383707397,0.0381595939,0.0373118743,0.0380048603,0.0377947576,0.0378829949,0.0377314836,0.0372871757,0.0368815437,0.0357311852,0.0339368433,0.0321177728,0.0312574133,0.0308618024,0.031521786,0.0307943914,0.0317191035,0.0303460322,0.0323297717,0.0300899297,0.0285167806,0.0305661466,0.0324640274,0.0349564664,0.0436674766,0.0463193394,0.0217023622,0.0228857044,0.023303818,0.0220259167,0.0224939082,0.0212874468,0.0194297992,0.0192423612,0.0171162877,0.0169226453,0.0160797089,0.0148691274,0.0150229651,0.0140559385,0.0123904496,0.0126398504,0.0110611953,0.010422322,0.0104437498,0.00895119365,0.00887768436,0.00784545112,0.0074797445,0.00720339175,0.00653136382,0.00610075984,0.00536149694,0.00512153795,0.00462865643,0.00377828628,0.00396718457,0.00334466458,0.00299300812,0.00277901744,0.00246508908,0.00250461581,0.00208624522,0.00201319414,0.00160143035,0.00149619812,0.00155594584,0.00100975099,0.00111705228,0.00040935821,0.000529379293,9.0961963e-05,0.000194157124,,,0.000488299935,0.000345500826,0.00112753711,0.00122660003,0.00152221136,0.00121545908,0.000991082517,0.000475920911,0.00021563156,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000542731257,0.00718167238
1013,1.25899994,2026-08-30T13:51:56.086000+0000,-20.924260058636676,154.35143697835332,0.0895574093,0.0606128462,0.0673841685,0.0735290647,0.0656469613,0.0653602406,0.066722177,0.0702792928,0.063658528,0.0655387267,0.0644369274,0.0657643676,0.0609920509,0.061402481,0.0624971502,0.0602189973,0.0597904883,0.0594298877,0.0601188205,0.0580082722,0.0571693331,0.0574583486,0.0553570166,0.055634696,0.054485783,0.0546920896,0.0533447973,0.054139141,0.0525994189,0.0512612313,0.0520918593,0.0494315587,0.0495718569,0.0496439114,0.0483568795,0.0477644019,0.0481837429,0.047772266,0.0470880419,0.0469614901,0.0458046906,0.0451642163,0.0451130047,0.0432769395,0.0427861474,0.0431702808,0.0423931405,0.0419405997,0.041988872,0.0406707264,0.0416219123,0.0413722284,0.0407451987,0.0409226678,0.0403339751,0.0399170332,0.0397501178,0.0393829718,0.0397249646,0.0393595956,0.0389279611,0.0381433107,0.0376359262,0.0373181105,0.0378755964,0.0377484486,0.0378349051,0.0380957648,0.0377067029,0.03683367,0.035573259,0.0355588272,0.0324385166,0.0336490609,0.0326474011,0.0325420275,0.0320324674,0.0315912999,0.0304595362,0.0313455872,0.027864106,0.0259396471,0.0267245416,0.024232069,0.0321197174,0.0319188423,0.0332411341,0.022604445,0.0230548847,0.0218275245,0.0212177299,0.0211657491,0.020498367,0.0190397073,0.018237764,0.0167540163,0.0168816652,0.0163545497,0.0148214074,0.0143226516,0.0140330316,0.0135795027,0.0125408499,0.0116631454,0.0108316755,0.00987311359,0.00924345665,0.00861733966,0.00820706785,0.00764878141,0.00756337168,0.00671329349,0.00593718933,0.00547338789,0.00429987255,0.00421598041,0.00401011435,0.00293612108,0.00313714193,0.00254453369,0.0023579956,0.0027005244,0.00193844782,0.00161653373,0.00155992014,0.00114815636,0.00153488899,0.00128304295,0.00139265426,0.00124932255,0.000187021302,0.000690501591,0.000124487444,,,0.0003502256,,0.000151286047,7.42698321e-05,0.000568649382,0.00037223869,0.000315768644,0.000465845806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
